"date","tmed","tmax","tmin","rhum","vmax","vmed","prec","slp"
1985-02-13,-0.3,3,-2.1,70,2.9,0.4,0,1011.1
1985-02-14,0,4,-3,76,5.1,0.6,0,1015.9
1985-02-15,1.1,3.1,-0.6,85,4.1,1.7,0,1013.8
1985-02-16,2.1,5.8,-4.8,68,5.1,1.9,0,1026.4
1985-02-17,2.2,5.6,-0.2,73,5.1,1.1,0,1022.6
1985-02-18,-0.4,2.9,-3.3,84,8,1.7,0,1021.7
1985-02-19,0.6,4.2,-1.8,75,2.9,1.1,0,1026.5
1985-02-20,-0.8,3.9,-4.7,80,2.9,0.7,0,1031.1
1985-02-21,-0.2,4.4,-4.2,84,4.1,0.9,0,1029.7
1985-02-22,0.5,5.5,-4.3,84,5.1,0.6,0,1029.3
1985-02-23,-0.3,7,-4.3,88,4.1,0.7,0,1033.2
1985-02-24,3.4,11.6,-2.3,76,6,1.3,0,1028.6
1985-02-25,4.1,8.2,1.5,83,6,1.8,0,1032.4
1985-02-26,5,10,0.6,89,NA,0,0,1029
1985-02-27,6.3,8.7,4.2,91,NA,0,0,1027.9
1985-02-28,6.2,7.1,5.4,96,NA,0,1.3,1026.4
1985-03-01,7.3,10.2,5.5,93,7,0.9,0,1025
1985-03-02,6.3,6.9,5.6,94,8,5.5,35.1,1016.7
1985-03-03,8.1,13.4,5.3,84,6,2.1,11.9,1014.5
1985-03-04,6.6,9.3,3.1,95,NA,0,2,1020.1
1985-03-05,8.1,9.7,7.4,91,14,6.5,19,1022.1
1985-03-06,7.6,8,7.1,95,2.9,0.4,15,1027.3
1985-03-07,7.6,8.7,6,96,5.1,1.4,24.9,1026.8
1985-03-08,9.9,13.8,7.2,83,4.1,1.2,0,1026.4
1985-03-09,8.6,11.7,6.2,89,15,3.2,0,1027.4
1985-03-10,5.9,11.6,2.2,81,2.9,0.4,1,1028.9
1985-03-11,5.5,9,3,77,7,2.1,0,1023.9
1985-03-12,4.4,8.7,1,86,7,1.6,0.3,1024.6
1985-03-13,6.9,12.9,4.3,82,6,0.6,2,1021.2
1985-03-14,7.2,14.2,2.7,84,4.1,1.9,0,1011.1
1985-03-15,7.1,10.4,4.2,92,12,3.7,1,1006.9
1985-03-16,3.7,4.5,2.7,95,9.9,5.6,8.9,1004
1985-03-17,5.2,10,2.3,56,14,7.1,1,996.5
1985-03-18,4.8,10,0.1,48,20,5.7,0,997.5
1985-03-19,6,11.4,0,44,11.1,2.5,0,1001.2
1985-03-20,6,11.2,-0.5,70,8,1.9,0,1003.9
1985-03-21,4.7,6.5,3.5,92,7,2.6,13,1000.4
1985-03-22,5.7,7.4,3.7,95,6,1.1,17,999.8
1985-03-23,7.9,12,5.3,87,4.1,1.8,6.1,1003.7
1985-03-24,8,15.1,1.2,82,2.9,0.8,0,1008.4
1985-03-25,9.1,14.5,3.2,80,4.1,1,0.3,1013.7
1985-03-26,11.1,15.6,8,81,5.1,1.9,0.3,1013.3
1985-03-27,8.9,11.2,5.7,92,6,1.7,7.4,1006.5
1985-03-28,9.4,14.7,2.7,37,25.1,16,0,1007.3
1985-03-29,7.3,13.7,0.3,63,5.1,1.7,0,1020.3
1985-03-30,8.6,15.1,0.9,72,8,1.7,0,1020.5
1985-03-31,10.9,15.2,8.1,80,7,3.1,0,1018.8
1985-04-01,11.7,19.4,5.5,79,9.9,1.8,0,1020.5
1985-04-02,14.6,21.7,8.6,72,8,3.1,0,1018
1985-04-03,12.8,20.5,6,78,8,1.6,0,1020.1
1985-04-04,14.4,20.5,9,69,2.9,0.4,0,1019.7
1985-04-05,12.9,16.4,9.5,82,8,4.2,0,1013
1985-04-06,11.8,14.5,9.7,93,8,2.6,3,1007.7
1985-04-07,12,19.5,4.4,66,8,2.5,0,1011.5
1985-04-08,11.7,14,10.8,95,4.1,2,10.9,1007.6
1985-04-09,12.9,16,11,91,4.1,1.1,1,1003.7
